trial,block,block_trial,choice,reward,confidence,accurate,run
0,0,0,1,72.33,0.0,1,0
1,0,1,0,35.23,0.0,0,0
2,0,2,0,42.96,0.0,0,0
3,0,3,1,64.15,0.0,1,0
4,0,4,1,59.68,0.5,1,0
5,0,5,1,60.5,0.0,1,0
6,0,6,1,57.72,0.0,1,0
7,0,7,1,63.47,0.5,1,0
8,0,8,1,61.05,0.49,1,0
9,0,9,1,45.77,0.2,1,0
10,0,10,1,70.75,0.2,1,0
11,0,11,1,57.99,0.2,1,0
12,0,12,1,54.57,0.5,1,0
13,0,13,1,58.65,0.49,1,0
14,0,14,1,69.5,0.49,1,0
15,0,15,1,76.35,0.49,1,0
16,0,16,1,52.07,0.79,1,0
17,0,17,1,65.67,0.0,1,0
18,0,18,1,56.19,0.8,1,0
19,0,19,1,47.33,0.49,1,0
20,0,20,1,56.37,0.8,0,0
21,1,0,1,41.21,0.8,0,0
22,1,1,1,42.91,0.49,0,0
23,1,2,1,54.32,0.49,0,0
24,1,3,1,45.59,0.49,0,0
25,1,4,0,59.79,0.49,1,0
26,1,5,1,41.65,0.62,0,0
27,1,6,0,62.81,0.79,1,0
28,1,7,1,48.97,0.6,0,0
29,1,8,0,64.96,0.49,1,0
30,1,9,1,35.74,0.6,0,0
31,1,10,1,51.45,0.0,0,0
32,1,11,0,55.64,0.0,1,0
33,1,12,0,79.04,0.49,1,0
34,1,13,0,49.66,0.49,1,0
35,1,14,0,65.82,0.8,1,0
36,1,15,0,60.28,0.99,1,0
37,1,16,1,42.25,0.5,0,0
38,1,17,1,34.03,0.0,0,0
39,1,18,0,52.34,0.99,1,0
40,1,19,0,60.95,0.0,0,0
0,0,0,0,57.65,0.0,1,1
1,0,1,1,41.46,0.0,0,1
2,0,2,1,51.65,0.0,0,1
3,0,3,0,49.5,0.0,1,1
4,0,4,0,62.3,0.0,1,1
5,0,5,0,53.87,0.2,1,1
6,0,6,0,58.93,0.99,1,1
7,0,7,0,46.13,0.0,1,1
8,0,8,0,68.16,0.5,1,1
