trial,block,block_trial,choice,reward,confidence,accurate,run
0,0,0,0,52.33,0.5,0,0
1,0,1,1,55.23,0.5,1,0
2,0,2,0,42.96,0.0,0,0
3,0,3,0,44.15,0.0,0,0
4,0,4,0,39.68,0.0,0,0
5,0,5,1,60.5,0.45,1,0
6,0,6,0,37.72,0.4,0,0
7,0,7,1,63.47,0.47,1,0
8,0,8,1,61.05,0.48,1,0
9,0,9,1,45.77,0.52,1,0
10,0,10,1,70.75,0.55,1,0
11,0,11,0,37.99,0.0,0,0
12,0,12,1,54.57,0.58,1,0
13,0,13,1,58.65,0.59,1,0
14,0,14,1,69.5,0.6,1,0
15,0,15,1,76.35,0.62,1,0
16,0,16,1,52.07,0.63,1,0
17,0,17,0,45.67,0.0,0,0
18,0,18,0,36.19,0.0,0,0
19,0,19,0,27.33,0.0,0,0
20,0,20,0,36.37,0.0,1,0
21,1,0,0,61.21,0.35,1,0
22,1,1,0,62.91,0.35,1,0
23,1,2,0,74.32,0.35,1,0
24,1,3,0,65.59,0.35,1,0
25,1,4,0,59.79,0.35,1,0
26,1,5,0,61.65,0.65,1,0
27,1,6,0,62.81,0.65,1,0
28,1,7,0,68.97,0.65,1,0
29,1,8,0,64.96,0.65,1,0
30,1,9,1,35.74,0.64,0,0
31,1,10,0,71.45,0.64,1,0
32,1,11,1,35.64,0.63,0,0
33,1,12,1,59.04,0.4,0,0
34,1,13,1,29.66,0.4,0,0
35,1,14,0,65.82,0.65,1,0
36,1,15,1,40.28,0.6,0,0
37,1,16,0,62.25,0.65,1,0
38,1,17,0,54.03,0.0,1,0
39,1,18,1,32.34,0.0,0,0
40,1,19,0,60.95,0.65,0,0
0,0,0,0,57.65,0.1,1,1
1,0,1,1,41.46,0.25,0,1
2,0,2,1,51.65,0.3,0,1
3,0,3,0,49.5,0.35,1,1
4,0,4,1,42.3,0.35,0,1
5,0,5,1,33.87,0.4,0,1
6,0,6,1,38.93,0.45,0,1
7,0,7,0,46.13,0.5,1,1
8,0,8,0,68.16,0.55,1,1
9,0,9,0,66.78,0.6,1,1
10,0,10,1,59.07,0.0,0,1
11,0,11,0,51.56,0.65,1,1
12,0,12,0,71.4,0.67,1,1
13,0,13,1,36.22,0.68,0,1
14,0,14,1,49.8,0.7,0,1
15,0,15,0,67.71,0.66,1,1
16,0,16,1,53.59,0.69,0,1
17,0,17,1,43.26,0.69,0,1
18,0,18,0,73.56,0.65,1,1
19,0,19,0,55.28,0.67,1,1
20,0,20,1,38.61,0.7,1,1
21,1,0,0,45.28,0.68,0,1
22,1,1,1,64.27,0.0,1,1
23,1,2,0,47.02,0.67,0,1
24,1,3,1,71.19,0.71,1,1
25,1,4,0,40.74,0.66,0,1
26,1,5,0,47.94,0.68,0,1
27,1,6,1,58.22,0.7,1,1
28,1,7,1,67.01,0.7,1,1
29,1,8,0,34.1,0.67,0,1
30,1,9,1,55.7,0.71,1,1
31,1,10,1,75.63,0.72,1,1
32,1,11,1,55.26,0.73,1,1
33,1,12,1,59.66,0.74,1,1
34,1,13,1,59.58,0.74,1,1
35,1,14,1,66.03,0.75,1,1
36,1,15,1,67.54,0.0,1,1
37,1,16,0,35.64,0.65,0,1
38,1,17,1,54.67,0.74,1,1
39,1,18,1,63.25,0.72,1,1
40,1,19,1,54.91,0.73,0,1
0,0,0,1,22.57,0.1,0,2
1,0,1,0,53.15,0.1,1,2
2,0,2,0,67.52,0.15,1,2
3,0,3,1,41.54,0.25,0,2
4,0,4,1,39.94,0.0,0,2
5,0,5,0,68.79,0.35,1,2
6,0,6,0,75.14,0.45,1,2
7,0,7,0,49.31,0.55,1,2
8,0,8,1,36.43,0.65,0,2
9,0,9,0,61.97,0.75,1,2
10,0,10,0,55.47,0.7,1,2
11,0,11,1,35.53,0.68,0,2
12,0,12,1,55.72,0.66,0,2
13,0,13,1,24.24,0.65,0,2
14,0,14,1,33.18,0.0,0,2
15,0,15,0,62.62,0.0,1,2
16,0,16,1,40.93,0.6,0,2
17,0,17,0,44.49,0.75,1,2
18,0,18,1,42.78,0.0,0,2
19,0,19,1,38.6,0.55,0,2
20,0,20,0,50.12,0.7,0,2
21,1,0,1,66.51,0.0,1,2
22,1,1,1,61.81,0.0,1,2
23,1,2,1,58.4,0.15,1,2
24,1,3,1,52.4,0.15,1,2
25,1,4,0,35.28,0.7,0,2
26,1,5,0,32.81,0.65,0,2
27,1,6,1,53.62,0.0,1,2
28,1,7,1,56.73,0.15,1,2
29,1,8,1,55.26,0.15,1,2
30,1,9,1,59.3,0.15,1,2
31,1,10,1,66.12,0.15,1,2
32,1,11,1,50.03,0.15,1,2
33,1,12,1,52.21,0.15,1,2
34,1,13,1,61.66,0.0,1,2
35,1,14,0,30.62,0.0,0,2
36,1,15,1,57.04,0.65,1,2
37,1,16,1,68.62,0.0,1,2
38,1,17,1,55.95,0.65,1,2
39,1,18,0,43.28,0.0,0,2
40,1,19,1,81.99,0.0,0,2
0,0,0,1,64.55,0.25,1,3
1,0,1,0,48.8,0.35,0,3
2,0,2,1,66.2,0.3,1,3
3,0,3,0,44.34,0.4,0,3
4,0,4,1,52.68,0.0,1,3
5,0,5,0,62.05,0.45,0,3
6,0,6,1,84.89,0.55,1,3
7,0,7,1,67.1,0.65,1,3
8,0,8,1,63.62,0.7,1,3
9,0,9,0,38.95,0.25,0,3
10,0,10,0,30.77,0.45,0,3
11,0,11,0,39.04,0.0,0,3
12,0,12,0,46.14,0.45,0,3
13,0,13,0,45.02,0.6,0,3
14,0,14,0,30.45,0.65,0,3
15,0,15,0,28.45,0.0,0,3
16,0,16,0,32.62,0.55,0,3
17,0,17,0,29.76,0.55,0,3
18,0,18,0,44.64,0.55,0,3
19,0,19,0,42.82,0.55,0,3
20,0,20,0,28.69,0.55,1,3
21,1,0,0,59.35,0.55,1,3
22,1,1,0,67.88,0.55,1,3
23,1,2,0,70.09,0.55,1,3
24,1,3,0,55.01,0.55,1,3
25,1,4,1,44.1,0.0,0,3
26,1,5,0,50.38,0.0,1,3
27,1,6,1,37.95,0.65,0,3
28,1,7,1,42.03,0.65,0,3
29,1,8,1,26.25,0.65,0,3
30,1,9,0,63.52,0.55,1,3
31,1,10,0,52.72,0.55,1,3
32,1,11,1,46.63,0.65,0,3
33,1,12,0,63.98,0.55,1,3
34,1,13,0,52.55,0.55,1,3
35,1,14,0,62.15,0.55,1,3
36,1,15,1,26.92,0.75,0,3
37,1,16,1,32.18,0.0,0,3
38,1,17,1,41.63,0.65,0,3
39,1,18,0,45.29,0.55,1,3
40,1,19,0,61.57,0.55,0,3
0,0,0,0,51.32,0.45,1,4
1,0,1,1,31.43,0.55,0,4
2,0,2,1,41.53,0.55,0,4
3,0,3,0,42.25,0.48,1,4
4,0,4,0,51.29,0.47,1,4
5,0,5,1,41.4,0.56,0,4
6,0,6,1,36.33,0.0,0,4
7,0,7,0,66.14,0.46,1,4
8,0,8,1,32.19,0.0,0,4
9,0,9,0,58.57,0.45,1,4
10,0,10,0,39.98,0.44,1,4
11,0,11,0,58.69,0.43,1,4
12,0,12,0,75.92,0.42,1,4
13,0,13,0,59.09,0.41,1,4
14,0,14,0,68.86,0.4,1,4
15,0,15,0,48.93,0.0,1,4
16,0,16,1,48.22,0.5,0,4
17,0,17,1,29.21,0.51,0,4
18,0,18,1,38.97,0.52,0,4
19,0,19,1,32.82,0.53,0,4
20,0,20,1,27.55,0.54,1,4
21,1,0,0,38.73,0.4,0,4
22,1,1,1,62.88,0.55,1,4
23,1,2,1,70.8,0.56,1,4
24,1,3,1,62.92,0.57,1,4
25,1,4,1,66.45,0.58,1,4
26,1,5,1,85.2,0.59,1,4
27,1,6,1,54.65,0.95,1,4
28,1,7,1,65.31,0.95,1,4
