trial,pumps,reward,max_pumps,exploded,balloon_trial,balloon_idx,run
0,3,3,8,False,0,0,0
1,0,0,32,False,0,1,0
2,0,0,8,False,1,0,0
3,1,1,8,False,2,0,0
4,0,0,8,False,3,0,0
5,4,4,32,False,1,1,0
6,1,1,128,False,0,2,0
7,3,3,128,False,1,2,0
8,0,0,128,False,2,2,0
9,0,0,32,False,2,1,0
10,2,2,8,False,4,0,0
11,2,2,128,False,3,2,0
12,1,1,32,False,3,1,0
13,0,0,8,False,5,0,0
14,2,2,32,False,4,1,0
15,0,0,32,False,5,1,0
16,1,1,32,False,6,1,0
17,2,2,32,False,7,1,0
18,1,1,32,False,8,1,0
19,0,0,128,False,4,2,0
20,2,2,8,False,6,0,0
21,0,0,32,False,9,1,0
22,0,0,128,False,5,2,0
23,1,1,128,False,6,2,0
24,0,0,8,False,7,0,0
25,0,0,32,False,10,1,0
26,0,0,8,False,8,0,0
27,0,0,8,False,9,0,0
28,1,1,32,False,11,1,0
29,2,0,8,True,10,0,0
30,0,0,128,False,7,2,0
31,3,3,8,False,11,0,0
32,0,0,128,False,8,2,0
33,2,2,128,False,9,2,0
34,0,0,8,False,12,0,0
35,0,0,128,False,10,2,0
36,0,0,128,False,11,2,0
37,0,0,8,False,13,0,0
38,0,0,32,False,12,1,0
39,2,2,8,False,14,0,0
40,1,1,128,False,12,2,0
41,1,1,128,False,13,2,0
42,0,0,128,False,14,2,0
43,1,1,32,False,13,1,0
44,0,0,32,False,14,1,0
0,0,0,32,False,0,1,1
1,0,0,8,False,0,0,1
2,0,0,32,False,1,1,1
3,1,0,8,True,1,0,1
4,1,1,128,False,0,2,1
5,0,0,8,False,2,0,1
6,2,2,32,False,2,1,1
7,1,1,128,False,1,2,1
8,5,5,32,False,3,1,1
9,3,3,32,False,4,1,1
10,0,0,128,False,2,2,1
11,0,0,128,False,3,2,1
12,2,0,8,True,3,0,1
13,0,0,32,False,5,1,1
14,1,1,8,False,4,0,1
15,2,2,32,False,6,1,1
16,0,0,32,False,7,1,1
17,0,0,32,False,8,1,1
18,0,0,32,False,9,1,1
19,0,0,32,False,10,1,1
20,1,1,32,False,11,1,1
21,0,0,8,False,5,0,1
22,0,0,128,False,4,2,1
23,0,0,8,False,6,0,1
24,0,0,8,False,7,0,1
25,1,0,128,True,5,2,1
26,0,0,32,False,12,1,1
27,1,0,8,True,8,0,1
28,0,0,32,False,13,1,1
29,1,1,8,False,9,0,1
30,1,1,32,False,14,1,1
31,1,1,128,False,6,2,1
32,0,0,8,False,10,0,1
33,0,0,128,False,7,2,1
34,0,0,8,False,11,0,1
35,0,0,8,False,12,0,1
36,0,0,8,False,13,0,1
37,2,2,8,False,14,0,1
38,4,4,128,False,8,2,1
39,0,0,128,False,9,2,1
40,1,1,128,False,10,2,1
41,0,0,128,False,11,2,1
42,1,1,128,False,12,2,1
43,0,0,128,False,13,2,1
44,0,0,128,False,14,2,1
0,1,1,8,False,0,0,2
1,0,0,8,False,1,0,2
2,0,0,8,False,2,0,2
3,3,3,128,False,0,2,2
4,4,4,32,False,0,1,2
5,1,1,32,False,1,1,2
6,5,0,32,True,2,1,2
7,0,0,32,False,3,1,2
8,1,1,32,False,4,1,2
9,0,0,128,False,1,2,2
10,0,0,32,False,5,1,2
11,0,0,8,False,3,0,2
12,0,0,32,False,6,1,2
13,0,0,128,False,2,2,2
14,1,1,128,False,3,2,2
15,2,2,8,False,4,0,2
16,2,0,8,True,5,0,2
17,1,1,32,False,7,1,2
18,2,2,128,False,4,2,2
19,1,1,128,False,5,2,2
20,2,0,32,True,8,1,2
21,0,0,128,False,6,2,2
22,0,0,8,False,6,0,2
23,1,1,8,False,7,0,2
24,0,0,32,False,9,1,2
25,1,1,128,False,7,2,2
26,0,0,32,False,10,1,2
27,0,0,32,False,11,1,2
28,0,0,8,False,8,0,2
29,1,1,8,False,9,0,2
30,0,0,32,False,12,1,2
31,1,1,8,False,10,0,2
32,0,0,8,False,11,0,2
33,0,0,8,False,12,0,2
34,0,0,8,False,13,0,2
35,1,1,128,False,8,2,2
36,0,0,32,False,13,1,2
37,4,4,128,False,9,2,2
38,1,1,32,False,14,1,2
39,0,0,128,False,10,2,2
40,2,2,128,False,11,2,2
41,3,3,128,False,12,2,2
42,0,0,128,False,13,2,2
43,2,2,128,False,14,2,2
44,0,0,8,False,14,0,2
0,3,3,32,False,0,1,3
1,0,0,128,False,0,2,3
2,0,0,128,False,1,2,3
3,0,0,8,False,0,0,3
4,2,2,128,False,2,2,3
5,0,0,32,False,1,1,3
6,0,0,32,False,2,1,3
7,0,0,8,False,1,0,3
8,2,2,128,False,3,2,3
9,1,1,8,False,2,0,3
10,3,3,8,False,3,0,3
11,0,0,32,False,3,1,3
12,0,0,128,False,4,2,3
13,2,2,128,False,5,2,3
14,1,1,8,False,4,0,3
15,3,3,8,False,5,0,3
16,1,1,128,False,6,2,3
17,0,0,32,False,4,1,3
18,1,0,8,True,6,0,3
19,0,0,128,False,7,2,3
20,1,1,32,False,5,1,3
21,0,0,32,False,6,1,3
22,1,1,32,False,7,1,3
23,1,0,8,True,7,0,3
24,4,4,32,False,8,1,3
25,2,2,32,False,9,1,3
26,0,0,32,False,10,1,3
27,1,1,128,False,8,2,3
28,1,1,8,False,8,0,3
29,0,0,128,False,9,2,3
30,2,2,32,False,11,1,3
31,0,0,32,False,12,1,3
32,0,0,8,False,9,0,3
33,0,0,32,False,13,1,3
34,1,1,32,False,14,1,3
35,2,2,128,False,10,2,3
36,0,0,8,False,10,0,3
37,1,1,128,False,11,2,3
38,1,1,8,False,11,0,3
39,0,0,8,False,12,0,3
40,0,0,8,False,13,0,3
41,1,1,8,False,14,0,3
42,0,0,128,False,12,2,3
43,0,0,128,False,13,2,3
44,0,0,128,False,14,2,3
0,3,3,32,False,0,1,4
1,3,3,128,False,0,2,4
2,2,2,8,False,0,0,4
3,1,1,8,False,1,0,4
4,0,0,32,False,1,1,4
5,1,1,8,False,2,0,4
6,2,2,128,False,1,2,4
7,0,0,8,False,3,0,4
8,2,2,128,False,2,2,4
9,0,0,8,False,4,0,4
10,1,1,32,False,2,1,4
11,0,0,8,False,5,0,4
12,0,0,32,False,3,1,4
13,1,0,128,True,3,2,4
14,0,0,128,False,4,2,4
15,1,1,8,False,6,0,4
16,0,0,8,False,7,0,4
17,0,0,128,False,5,2,4
18,0,0,32,False,4,1,4
19,0,0,128,False,6,2,4
20,0,0,8,False,8,0,4
21,3,3,128,False,7,2,4
22,1,1,128,False,8,2,4
23,0,0,32,False,5,1,4
24,0,0,8,False,9,0,4
25,0,0,32,False,6,1,4
26,0,0,32,False,7,1,4
27,1,1,32,False,8,1,4
28,0,0,8,False,10,0,4
29,0,0,32,False,9,1,4
30,2,2,32,False,10,1,4
31,1,1,8,False,11,0,4
32,3,3,32,False,11,1,4
33,2,2,128,False,9,2,4
34,2,2,128,False,10,2,4
35,2,2,8,False,12,0,4
36,1,1,8,False,13,0,4
37,2,2,128,False,11,2,4
38,0,0,128,False,12,2,4
39,0,0,8,False,14,0,4
40,0,0,128,False,13,2,4
41,5,5,32,False,12,1,4
42,1,1,32,False,13,1,4
43,0,0,128,False,14,2,4
44,0,0,32,False,14,1,4
0,2,2,128,False,0,2,5
1,0,0,128,False,1,2,5
2,2,2,32,False,0,1,5
3,0,0,128,False,2,2,5
4,0,0,128,False,3,2,5
5,1,1,8,False,0,0,5
6,2,2,32,False,1,1,5
7,0,0,8,False,1,0,5
8,0,0,128,False,4,2,5
9,0,0,32,False,2,1,5
10,0,0,32,False,3,1,5
11,3,3,8,False,2,0,5
12,0,0,8,False,3,0,5
13,3,3,32,False,4,1,5
14,5,0,128,True,5,2,5
15,0,0,32,False,5,1,5
16,2,2,32,False,6,1,5
17,0,0,128,False,6,2,5
18,0,0,32,False,7,1,5
19,0,0,8,False,4,0,5
20,2,2,8,False,5,0,5
21,0,0,8,False,6,0,5
22,2,2,128,False,7,2,5
23,0,0,32,False,8,1,5
24,1,1,32,False,9,1,5
25,0,0,32,False,10,1,5
26,0,0,128,False,8,2,5
27,0,0,8,False,7,0,5
28,2,2,8,False,8,0,5
29,2,2,8,False,9,0,5
30,0,0,32,False,11,1,5
31,0,0,32,False,12,1,5
32,0,0,128,False,9,2,5
33,3,3,128,False,10,2,5
34,3,3,32,False,13,1,5
35,1,1,128,False,11,2,5
36,0,0,128,False,12,2,5
37,1,0,128,True,13,2,5
38,0,0,8,False,10,0,5
39,1,0,32,True,14,1,5
40,1,1,128,False,14,2,5
41,2,2,8,False,11,0,5
42,0,0,8,False,12,0,5
43,3,0,8,True,13,0,5
44,0,0,8,False,14,0,5
0,0,0,8,False,0,0,6
1,0,0,128,False,0,2,6
2,0,0,32,False,0,1,6
3,0,0,32,False,1,1,6
4,0,0,128,False,1,2,6
5,2,2,8,False,1,0,6
6,0,0,32,False,2,1,6
7,4,0,8,True,2,0,6
8,4,4,128,False,2,2,6
9,1,1,8,False,3,0,6
10,0,0,128,False,3,2,6
11,1,1,8,False,4,0,6
12,2,2,32,False,3,1,6
13,1,1,32,False,4,1,6
14,0,0,128,False,4,2,6
15,0,0,8,False,5,0,6
16,0,0,8,False,6,0,6
17,1,1,128,False,5,2,6
18,0,0,32,False,5,1,6
19,1,1,128,False,6,2,6
20,1,0,128,True,7,2,6
21,0,0,32,False,6,1,6
22,3,3,8,False,7,0,6
23,1,1,32,False,7,1,6
24,1,1,8,False,8,0,6
25,1,1,32,False,8,1,6
26,0,0,8,False,9,0,6
27,3,3,128,False,8,2,6
28,4,4,128,False,9,2,6
29,1,1,128,False,10,2,6
30,4,4,128,False,11,2,6
31,2,2,128,False,12,2,6
32,2,2,8,False,10,0,6
33,0,0,128,False,13,2,6
34,0,0,8,False,11,0,6
35,0,0,128,False,14,2,6
36,0,0,32,False,9,1,6
37,0,0,32,False,10,1,6
38,1,1,32,False,11,1,6
39,2,2,32,False,12,1,6
40,2,2,8,False,12,0,6
41,3,3,32,False,13,1,6
42,0,0,8,False,13,0,6
43,0,0,32,False,14,1,6
44,2,2,8,False,14,0,6
0,0,0,128,False,0,2,7
1,6,6,8,False,0,0,7
2,0,0,32,False,0,1,7
3,1,1,8,False,1,0,7
4,2,2,8,False,2,0,7
5,3,3,32,False,1,1,7
6,4,4,128,False,1,2,7
7,0,0,128,False,2,2,7
8,1,1,128,False,3,2,7
9,1,1,128,False,4,2,7
10,1,1,32,False,2,1,7
11,3,3,8,False,3,0,7
12,1,1,32,False,3,1,7
13,1,1,32,False,4,1,7
14,2,2,32,False,5,1,7
15,1,1,8,False,4,0,7
16,1,1,32,False,6,1,7
17,0,0,8,False,5,0,7
18,0,0,128,False,5,2,7
19,0,0,8,False,6,0,7
20,0,0,8,False,7,0,7
21,1,1,8,False,8,0,7
22,3,3,128,False,6,2,7
23,2,2,8,False,9,0,7
24,0,0,128,False,7,2,7
25,1,1,128,False,8,2,7
26,1,1,128,False,9,2,7
27,0,0,32,False,7,1,7
28,2,2,128,False,10,2,7
29,1,1,32,False,8,1,7
30,1,0,8,True,10,0,7
31,0,0,128,False,11,2,7
32,1,1,32,False,9,1,7
33,0,0,8,False,11,0,7
34,1,1,32,False,10,1,7
35,0,0,128,False,12,2,7
36,2,2,8,False,12,0,7
37,2,2,128,False,13,2,7
38,0,0,32,False,11,1,7
39,0,0,32,False,12,1,7
40,3,3,128,False,14,2,7
41,0,0,32,False,13,1,7
42,0,0,32,False,14,1,7
43,0,0,8,False,13,0,7
44,0,0,8,False,14,0,7
0,0,0,8,False,0,0,8
1,2,2,32,False,0,1,8
2,0,0,128,False,0,2,8
3,0,0,8,False,1,0,8
4,0,0,32,False,1,1,8
5,2,2,128,False,1,2,8
6,0,0,8,False,2,0,8
7,4,4,128,False,2,2,8
8,0,0,8,False,3,0,8
9,0,0,32,False,2,1,8
10,0,0,32,False,3,1,8
11,0,0,128,False,3,2,8
12,2,2,128,False,4,2,8
13,3,3,128,False,5,2,8
14,0,0,32,False,4,1,8
15,1,1,128,False,6,2,8
16,1,1,32,False,5,1,8
17,5,5,32,False,6,1,8
18,2,2,8,False,4,0,8
19,1,0,8,True,5,0,8
20,1,1,8,False,6,0,8
21,0,0,8,False,7,0,8
22,0,0,8,False,8,0,8
23,1,1,8,False,9,0,8
24,0,0,8,False,10,0,8
25,0,0,8,False,11,0,8
26,4,0,8,True,12,0,8
27,1,1,128,False,7,2,8
28,0,0,32,False,7,1,8
29,0,0,128,False,8,2,8
30,1,1,8,False,13,0,8
31,0,0,32,False,8,1,8
32,0,0,8,False,14,0,8
33,1,1,128,False,9,2,8
34,0,0,32,False,9,1,8
35,2,2,128,False,10,2,8
36,2,2,32,False,10,1,8
37,0,0,128,False,11,2,8
38,1,1,128,False,12,2,8
39,0,0,32,False,11,1,8
40,0,0,128,False,13,2,8
41,3,3,128,False,14,2,8
42,2,2,32,False,12,1,8
43,0,0,32,False,13,1,8
44,5,5,32,False,14,1,8
0,0,0,8,False,0,0,9
1,1,1,32,False,0,1,9
2,1,1,32,False,1,1,9
3,1,1,32,False,2,1,9
4,0,0,8,False,1,0,9
5,4,4,8,False,2,0,9
6,0,0,128,False,0,2,9
7,0,0,128,False,1,2,9
8,0,0,8,False,3,0,9
9,0,0,128,False,2,2,9
10,0,0,32,False,3,1,9
11,0,0,128,False,3,2,9
12,1,1,32,False,4,1,9
13,0,0,32,False,5,1,9
14,0,0,32,False,6,1,9
15,0,0,128,False,4,2,9
16,0,0,32,False,7,1,9
17,0,0,128,False,5,2,9
18,0,0,32,False,8,1,9
19,1,1,128,False,6,2,9
20,0,0,32,False,9,1,9
21,1,1,8,False,4,0,9
22,1,1,32,False,10,1,9
23,0,0,32,False,11,1,9
24,1,1,8,False,5,0,9
25,0,0,8,False,6,0,9
26,0,0,32,False,12,1,9
27,0,0,32,False,13,1,9
28,1,1,128,False,7,2,9
29,1,1,128,False,8,2,9
30,1,1,8,False,7,0,9
31,0,0,8,False,8,0,9
32,1,1,32,False,14,1,9
33,2,2,8,False,9,0,9
34,0,0,8,False,10,0,9
35,1,1,8,False,11,0,9
36,0,0,128,False,9,2,9
37,3,3,8,False,12,0,9
38,6,6,128,False,10,2,9
39,0,0,8,False,13,0,9
40,1,1,128,False,11,2,9
41,0,0,8,False,14,0,9
42,3,3,128,False,12,2,9
43,0,0,128,False,13,2,9
44,0,0,128,False,14,2,9
