trial,action1,state,action2,reward,probsA,probsB,probsC,probsD,run
0,X,X,D,1,[0.53562472 0.55055559 0.53166145 0.55212336],[0.45299161 0.5325352  0.46149767 0.6768492 ],[0.75738896 0.47941766 0.62277898 0.5309169 ],[0.55318886 0.72170564 0.24130457 0.30245169],0
1,X,X,D,0,[0.52636561 0.54829706 0.53614526 0.54582978],[0.45143923 0.53258017 0.40316277 0.68826396],[0.74080597 0.43823854 0.60541948 0.5202534 ],[0.54363628 0.72426642 0.27624418 0.24974045],0
2,X,Y,J,0,[0.49196749 0.54729745 0.56030636 0.5080544 ],[0.45048896 0.58792444 0.37742798 0.67861094],[0.7320647  0.42637208 0.59449861 0.53536251],[0.5427679  0.7433026  0.30598558 0.25833144],0
3,X,Y,K,0,[0.50014052 0.53891686 0.55952246 0.49964634],[0.46766457 0.63888713 0.36270884 0.61065513],[0.77839746 0.44377829 0.59989556 0.55138715],[0.54609804 0.7229785  0.31213107 0.25683608],0
4,X,X,D,1,[0.465396   0.49007489 0.56691693 0.52071106],[0.49724234 0.6114698  0.38875066 0.61036134],[0.77355786 0.39365016 0.6187718  0.51647377],[0.53534514 0.74974911 0.27373444 0.23631729],0
5,X,X,D,1,[0.48332612 0.47532531 0.52541774 0.50672959],[0.49012013 0.57062822 0.4089169  0.61620931],[0.7550504  0.38985771 0.62501909 0.46292464],[0.51692595 0.73599456 0.27879321 0.22595971],0
6,X,X,D,1,[0.492268   0.44879092 0.5473577  0.46376516],[0.55042883 0.5591978  0.4168519  0.65384849],[0.73921818 0.40907678 0.62124793 0.46164334],[0.5164495  0.74113597 0.26188252 0.26235258],0
7,X,X,D,0,[0.52775451 0.4852972  0.54799972 0.51630732],[0.56678866 0.5479498  0.40319042 0.63515194],[0.74461519 0.41616159 0.56772923 0.43991756],[0.49883079 0.7595201  0.24883433 0.2225477 ],0
8,X,X,D,0,[0.51907271 0.48536671 0.55461306 0.49364017],[0.57052499 0.56803789 0.37487966 0.63214826],[0.72095733 0.45361978 0.55008076 0.40545209],[0.48192674 0.73258337 0.20389347 0.21949459],0
9,X,X,D,1,[0.56028141 0.53203065 0.60126072 0.50877488],[0.52613315 0.62894165 0.38021507 0.63932007],[0.71544914 0.44243014 0.55836055 0.43059316],[0.47670757 0.77365776 0.22835904 0.23102177],0
10,X,X,D,0,[0.54407459 0.5322113  0.61215877 0.48657857],[0.50168238 0.68617197 0.38016364 0.64028201],[0.71604856 0.44661573 0.54880982 0.42977781],[0.49124017 0.72897731 0.2503907  0.24417981],0
11,X,X,D,1,[0.548256   0.56551366 0.61738595 0.50229992],[0.50778095 0.66777603 0.39991669 0.60711867],[0.69209629 0.44051128 0.52343985 0.44097881],[0.47214998 0.75909372 0.25056362 0.24661493],0
12,X,X,D,1,[0.50893552 0.60141473 0.61879108 0.51067004],[0.52967607 0.67808213 0.39409854 0.58019599],[0.72805397 0.38764471 0.51596094 0.43427244],[0.47034296 0.7290514  0.26070402 0.25454096],0
13,X,X,D,1,[0.53153794 0.59757121 0.60687902 0.51453761],[0.51793184 0.6815137  0.39534701 0.5777733 ],[0.71495606 0.36027088 0.50046096 0.43755247],[0.46935018 0.72097041 0.28180896 0.26274839],0
