trial,action1,state,action2,reward,probsA,probsB,probsC,probsD,run
0,X,X,D,1,[0.53562472 0.55055559 0.53166145 0.55212336],[0.48032968 0.56486302 0.52881856 0.76620513],[0.76849585 0.46303456 0.63089617 0.48655004],[0.51634358 0.70137293 0.29475567 0.31793512],0
1,Y,Y,J,1,[0.52007576 0.60529201 0.5617188  0.59227673],[0.44866513 0.53876509 0.52794299 0.7663623 ],[0.7274739  0.48572143 0.62253814 0.47686369],[0.52050961 0.70137311 0.30852769 0.32300983],0
2,Y,X,F,1,[0.50898055 0.59721174 0.56660207 0.56134988],[0.44268272 0.53259525 0.50095941 0.74714436],[0.70276767 0.48916183 0.64651993 0.50373954],[0.52297629 0.70630264 0.33500337 0.29744572],0
3,X,X,D,1,[0.46254347 0.60677669 0.54442946 0.58330748],[0.42927791 0.53762952 0.48343604 0.72101464],[0.7079481  0.50375108 0.71974734 0.50931099],[0.49046378 0.75247344 0.34939265 0.26981004],0
4,X,X,D,1,[0.47510411 0.61939753 0.55317311 0.62797657],[0.42777447 0.5159753  0.49106906 0.74661877],[0.69696617 0.49728154 0.70094424 0.51513078],[0.49708225 0.70845379 0.36316236 0.28469562],0
5,X,X,D,0,[0.45366513 0.6080218  0.55570238 0.63743899],[0.38708755 0.56260673 0.47992996 0.75932772],[0.71410603 0.51774141 0.71410955 0.52971918],[0.47496901 0.68807379 0.40712734 0.28925613],0
6,X,X,D,0,[0.40873292 0.62975809 0.56902369 0.6747806 ],[0.40343901 0.5176237  0.45360993 0.77932103],[0.68669183 0.51056801 0.6986528  0.51495814],[0.45780926 0.63113186 0.42491177 0.29097258],0
7,X,X,D,1,[0.43649144 0.60446645 0.51217136 0.68225563],[0.40148076 0.5253351  0.43792473 0.7778186 ],[0.68215308 0.50168492 0.75753017 0.52861381],[0.49773775 0.59732572 0.42682468 0.29304477],0
8,X,X,D,1,[0.42813347 0.57361959 0.50957042 0.68132284],[0.46097196 0.52068716 0.43162887 0.78953664],[0.6764282  0.53980108 0.75972987 0.49754021],[0.48008732 0.59734546 0.4320793  0.33072381],0
9,X,Y,J,1,[0.39871536 0.60322115 0.47226803 0.6842291 ],[0.45353643 0.52619556 0.44250348 0.76312259],[0.6519537  0.48267166 0.71731997 0.48552718],[0.45904597 0.60886097 0.42520675 0.32729498],0
10,X,X,D,1,[0.39333836 0.59790099 0.44446888 0.67089095],[0.37404999 0.53161329 0.48628958 0.7413191 ],[0.62679658 0.46891944 0.69112947 0.51570071],[0.44090666 0.64544383 0.43321752 0.27727016],0
11,X,Y,J,1,[0.37532306 0.61843745 0.4196169  0.67408492],[0.3724326  0.54658365 0.49795513 0.79490748],[0.63779483 0.43824348 0.69029411 0.53330862],[0.47898179 0.58581842 0.45613529 0.25015269],0
