trial,action1,state,action2,reward,probsA,probsB,probsC,probsD,run
0,X,X,D,1,[0.48709952 0.63509221 0.5441652  0.53947807],[0.52185235 0.64326569 0.48427174 0.63766895],[0.739754   0.45929414 0.664028   0.5666689 ],[0.49866636 0.73663112 0.27473775 0.29266272],0
1,Y,Y,K,0,[0.49433261 0.63473728 0.52163909 0.56216495],[0.52601838 0.64326587 0.49804376 0.64274366],[0.71963066 0.43172481 0.64497055 0.57320175],[0.50935776 0.70794908 0.269713   0.26330457],0
2,X,X,D,1,[0.52845153 0.62898217 0.53561353 0.57486071],[0.54522552 0.66097719 0.48272301 0.67842579],[0.70739279 0.44559558 0.63916129 0.59929633],[0.51574538 0.76349018 0.30236678 0.3235328 ],0
3,X,Y,J,1,[0.53363196 0.64357141 0.60884093 0.58043217],[0.51271302 0.707148   0.49711228 0.65079011],[0.69713733 0.48015013 0.67633085 0.60036582],[0.54900206 0.70384058 0.32935359 0.35365196],0
4,Y,Y,K,0,[0.55162944 0.6348834  0.6182317  0.55838161],[0.50361551 0.71435064 0.50665116 0.65094734],[0.71219141 0.50198195 0.72568335 0.61231104],[0.57741403 0.70157777 0.34435306 0.35729805],0
5,Y,Y,J,0,[0.57236876 0.60255757 0.55649966 0.54195656],[0.54299818 0.73557852 0.47592878 0.67315719],[0.76296709 0.53926465 0.7196432  0.57747099],[0.55651139 0.70985508 0.33760603 0.38897632],0
6,Y,Y,J,0,[0.56080228 0.61435122 0.56679782 0.56935867],[0.54953812 0.73323057 0.46773912 0.64256386],[0.67972231 0.54977781 0.67471099 0.59920727],[0.5275582  0.71754014 0.3539575  0.34399329],0
7,Y,Y,J,0,[0.59576136 0.66659148 0.59716302 0.55953972],[0.49599104 0.71239531 0.45114308 0.68980327],[0.68820646 0.54197658 0.65031297 0.59981053],[0.54432905 0.72550905 0.36008342 0.32211323],0
8,Y,X,F,1,[0.60913733 0.63516686 0.59602019 0.54696042],[0.50430898 0.7588187  0.43271366 0.6948707 ],[0.71784976 0.53469626 0.58546273 0.62116679],[0.5244723  0.70122071 0.3755495  0.33693507],0
9,X,X,F,0,[0.62414467 0.66290581 0.58699556 0.57496364],[0.51379846 0.7672626  0.43115639 0.71290423],[0.69869312 0.57132503 0.58434125 0.64879926],[0.54678313 0.7039411  0.38345591 0.34014009],0
10,X,Y,K,1,[0.64204437 0.69209074 0.56737265 0.59988608],[0.53563116 0.72518731 0.41461354 0.7031807 ],[0.71468057 0.58774471 0.59571553 0.66282827],[0.5173008  0.74894955 0.34526465 0.3386543 ],0
11,Y,Y,K,0,[0.5956967  0.65928851 0.53823964 0.58644995],[0.54326667 0.68732121 0.35079501 0.70547423],[0.70540374 0.61822239 0.63273157 0.6356565 ],[0.54188568 0.69858576 0.37772984 0.32089266],0
12,Y,Y,J,1,[0.6164894  0.67347711 0.48789309 0.56073227],[0.55014509 0.64834898 0.34157533 0.72413835],[0.69549196 0.63452312 0.64548689 0.62097144],[0.54199824 0.67395085 0.37327287 0.34398799],0
13,Y,Y,K,1,[0.64626123 0.70393654 0.48571366 0.56406154],[0.56588738 0.64881896 0.36357164 0.7077423 ],[0.71652092 0.60655259 0.66825277 0.6825588 ],[0.5983461  0.6746333  0.39238849 0.35772251],0
14,X,X,F,1,[0.65190807 0.72208622 0.50857432 0.54665774],[0.56354612 0.63497626 0.36751569 0.71702821],[0.69109802 0.54637771 0.65840806 0.6755921 ],[0.62910926 0.66874173 0.39017255 0.32233448],0
15,X,Y,J,1,[0.66609059 0.71255549 0.51253947 0.52807755],[0.59868703 0.63402149 0.39082095 0.7037737 ],[0.71026673 0.57468638 0.66269228 0.72539287],[0.62301465 0.7085388  0.37231476 0.30516007],0
16,Y,Y,J,0,[0.69515157 0.71396336 0.50280353 0.51788507],[0.61657057 0.62594137 0.37128153 0.70201075],[0.67986438 0.58863919 0.69341034 0.70484118],[0.6278053  0.70245693 0.34273495 0.28184563],0
17,Y,Y,J,0,[0.65196852 0.71254197 0.53344505 0.55790574],[0.62353859 0.6303697  0.35572728 0.69459851],[0.67667075 0.61819027 0.70522234 0.74135792],[0.6641614  0.70979915 0.3190274  0.22815089],0
