trial,action1,state,action2,reward,probsA,probsB,probsC,probsD,run
0,X,X,D,0,[0.53858901 0.60202781 0.54254589 0.48202974],[0.49363705 0.55287219 0.49435119 0.7335834 ],[0.71686503 0.41382333 0.6650291  0.52335478],[0.54752109 0.65651679 0.2769276  0.29186606],0
1,X,Y,J,1,[0.51878184 0.58873766 0.55169211 0.51447537],[0.50565429 0.55317992 0.52470728 0.71922802],[0.72954601 0.41091759 0.64134188 0.52946587],[0.56500134 0.68192167 0.27198631 0.30041578],0
2,Y,Y,J,0,[0.58579611 0.58371745 0.52672089 0.49597195],[0.51053755 0.52225307 0.49677376 0.71231651],[0.70256243 0.40806195 0.64167288 0.52641724],[0.58898314 0.70879752 0.24783461 0.32684048],0
3,Y,Y,K,0,[0.58736946 0.63824351 0.47996271 0.51077286],[0.47729026 0.5133657  0.46683807 0.74947649],[0.70903833 0.34182218 0.63513406 0.5624806 ],[0.60244406 0.72088107 0.24690876 0.33946473],0
4,X,X,F,1,[0.5999301  0.65086435 0.48870636 0.55544195],[0.48082954 0.50976042 0.44423673 0.69917753],[0.688325   0.33976717 0.66663725 0.58588184],[0.58225953 0.76031497 0.25513163 0.34706265],0
5,X,X,F,1,[0.57849113 0.63948862 0.49123563 0.56490437],[0.44014262 0.55639185 0.43309763 0.71188648],[0.70546486 0.36022704 0.67980256 0.60047023],[0.56014628 0.72962    0.29909662 0.35162317],0
6,X,X,F,1,[0.59716147 0.62355264 0.51302959 0.57426688],[0.42208312 0.5814906  0.4535921  0.68163864],[0.67239457 0.36080733 0.68684442 0.5623258 ],[0.56166287 0.74289925 0.3141462  0.3493424 ],0
7,X,X,F,1,[0.60820821 0.60313111 0.53166721 0.58561761],[0.36953524 0.61088003 0.46228123 0.68945232],[0.65970224 0.35729524 0.70270293 0.58909095],[0.5857958  0.74318475 0.31110434 0.35292225],0
8,X,X,F,1,[0.62875504 0.59886236 0.49039144 0.58040196],[0.36582815 0.6029668  0.47737591 0.7196213 ],[0.62401036 0.36611859 0.69534896 0.56518315],[0.60012392 0.72090685 0.30092569 0.33568136],0
9,X,X,F,0,[0.64651285 0.57005917 0.47562292 0.59647568],[0.36351466 0.59755507 0.4719167  0.70896824],[0.64244428 0.33124422 0.71864972 0.6113154 ],[0.58346909 0.70968772 0.35722241 0.31659002],0
10,X,Y,J,0,[0.64263606 0.57774242 0.49161038 0.61289536],[0.38223382 0.60994089 0.44243437 0.75397669],[0.66427298 0.35285626 0.70598889 0.63377961],[0.61017674 0.72609404 0.35642809 0.30662764],0
11,X,X,F,0,[0.63884796 0.59760436 0.45218457 0.58095703],[0.36985521 0.62520613 0.47906112 0.75708363],[0.60045445 0.35514979 0.66354498 0.60143294],[0.55855498 0.70328336 0.30669593 0.3290063 ],0
12,X,X,F,0,[0.63121693 0.56248666 0.44304081 0.57852516],[0.39587756 0.62841272 0.50750951 0.72370131],[0.6172364  0.34519926 0.64354235 0.58758822],[0.54486765 0.71115962 0.33116891 0.32911776],0
