trial,action1,state,action2,reward,probsA,probsB,probsC,probsD,run
0,X,X,D,1,[0.48709952 0.63509221 0.5441652  0.53947807],[0.52185235 0.64326569 0.48427174 0.63766895],[0.739754   0.45929414 0.664028   0.5666689 ],[0.49866636 0.73663112 0.27473775 0.29266272],0
1,X,Y,K,1,[0.48713935 0.63424105 0.54505628 0.53925886],[0.49960885 0.64033211 0.46539817 0.66076301],[0.76247874 0.49606346 0.66152732 0.55628395],[0.53148288 0.70086438 0.32773806 0.27911022],0
2,X,Y,K,0,[0.45274122 0.63324144 0.56921737 0.50148348],[0.49865858 0.69567639 0.43966338 0.65110999],[0.74125873 0.484197   0.65060645 0.57139305],[0.5306145  0.71990056 0.35747945 0.28744167],0
3,X,Y,K,1,[0.40489766 0.64983048 0.56536556 0.53132377],[0.52531963 0.69244413 0.43204489 0.65029868],[0.75984757 0.48945599 0.65045827 0.60554456],[0.54838485 0.73176501 0.40696237 0.27128677],0
4,X,X,D,1,[0.41103807 0.64900557 0.52631521 0.55647645],[0.55136145 0.69215034 0.42533615 0.6703522 ],[0.76887624 0.45454261 0.63147088 0.59927564],[0.50998821 0.71124623 0.40422329 0.22136201],0
5,X,X,D,1,[0.39684389 0.63422658 0.55337999 0.56567654],[0.55273641 0.65078864 0.43047094 0.68267037],[0.70838255 0.46530208 0.63040583 0.60898286],[0.52759447 0.74861179 0.37194651 0.2240483 ],0
6,X,X,D,0,[0.3864742  0.67813855 0.569581   0.55612559],[0.55742388 0.63878569 0.43941282 0.65613598],[0.70426768 0.47566742 0.60509118 0.61510749],[0.5616432  0.76230145 0.41661054 0.26251905],0
7,Y,Y,K,1,[0.43668523 0.68053307 0.54607078 0.54821901],[0.59322046 0.62208361 0.43893434 0.66249217],[0.68693496 0.46915459 0.65811524 0.59430023],[0.56228522 0.80254216 0.40967088 0.27001548],0
8,X,X,D,0,[0.4101971  0.672484   0.55640217 0.52114416],[0.57652865 0.65056245 0.38112789 0.72050891],[0.73708562 0.47675576 0.68169709 0.60181218],[0.55650597 0.75529922 0.37976047 0.25465921],0
9,Y,Y,K,0,[0.36175716 0.68038801 0.52489377 0.53310948],[0.52844832 0.60681631 0.38368573 0.72230606],[0.72385709 0.48683487 0.70266856 0.57490749],[0.55752972 0.73526309 0.36151602 0.22981423],0
10,X,X,D,0,[0.34688979 0.68146443 0.53426754 0.53341244],[0.56262804 0.62191358 0.3893712  0.74080846],[0.72388044 0.43955089 0.71400992 0.56559908],[0.50204824 0.76792659 0.35871253 0.23562679],0
11,Y,Y,K,1,[0.32236221 0.70396357 0.55913119 0.55587725],[0.5585734  0.62465914 0.39052273 0.72544735],[0.70528067 0.4581302  0.72707384 0.56295051],[0.48088748 0.72499279 0.32847156 0.26188509],0
12,X,X,D,1,[0.29066315 0.70865358 0.57294729 0.56717073],[0.52272539 0.60562448 0.36270003 0.70811508],[0.70459586 0.47088735 0.74196907 0.55372661],[0.48339235 0.69228652 0.3012437  0.22028462],0
13,X,X,D,0,[0.27429461 0.7799711  0.52164455 0.58841788],[0.52243642 0.57353833 0.3792229  0.70522248],[0.71423221 0.47327803 0.74903207 0.54088465],[0.50262143 0.64577779 0.29473699 0.23361297],0
