trial,action1,state,action2,reward,probsA,probsB,probsC,probsD,run
0,X,X,D,1,[0.52520597 0.63257779 0.49079395 0.52813184],[0.48940253 0.60807649 0.42598723 0.7049935 ],[0.74106902 0.46609123 0.63664968 0.46804629],[0.48347717 0.7339358  0.2552261  0.29380161],0
1,X,X,D,0,[0.50508262 0.60500846 0.47173651 0.53466469],[0.50009393 0.57939445 0.42096247 0.67563535],[0.72300221 0.4480717  0.649036   0.4607761 ],[0.47668281 0.72531724 0.25093793 0.30856404],0
2,Y,X,F,1,[0.50245813 0.63919383 0.43035291 0.5385058 ],[0.51701498 0.53624118 0.41273795 0.6676574 ],[0.68251821 0.43529569 0.69255174 0.45343898],[0.46363304 0.69951118 0.27879195 0.31468358],0
3,X,X,F,1,[0.54312437 0.63390787 0.42997778 0.53567051],[0.48665832 0.56680017 0.42188533 0.668167  ],[0.65431112 0.43525393 0.71478138 0.49400877],[0.48117762 0.70134332 0.2672446  0.29902132],0
4,X,X,F,1,[0.55404213 0.65839823 0.42796017 0.53956124],[0.47425001 0.55423806 0.43780988 0.74057026],[0.63849801 0.41712226 0.74705238 0.47507061],[0.47746551 0.71177521 0.30120136 0.29159403],0
5,X,X,F,1,[0.54210326 0.67320799 0.46672201 0.53892685],[0.50127368 0.57647246 0.44126167 0.77068527],[0.68184548 0.42835918 0.72679234 0.46961251],[0.45686776 0.70161843 0.33134325 0.31767991],0
6,X,Y,K,0,[0.52388581 0.70292853 0.4534689  0.50365631],[0.49574617 0.5541651  0.41432036 0.77070503],[0.71457222 0.43506148 0.69659699 0.47994089],[0.44263007 0.69780945 0.34659216 0.32203548],0
7,X,X,F,1,[0.52620944 0.66661017 0.4417374  0.51228204],[0.42512439 0.54218618 0.37318733 0.72754289],[0.73424336 0.4324783  0.70481492 0.49175785],[0.48760813 0.6564936  0.33906597 0.33969905],0
8,X,Y,J,0,[0.50150239 0.64095084 0.41694855 0.51053705],[0.45944277 0.5771864  0.38730295 0.72007724],[0.76336933 0.45030631 0.73781434 0.49953558],[0.46266056 0.69091988 0.36050345 0.30531707],0
9,X,Y,K,1,[0.49127347 0.58574173 0.44487163 0.51195307],[0.48635468 0.54910955 0.43132062 0.73209483],[0.75022508 0.45987216 0.74021765 0.52566835],[0.47995585 0.64713654 0.32108948 0.34473172],0
10,X,X,F,1,[0.48197604 0.57805142 0.45038435 0.50360299],[0.49327498 0.52630178 0.39472953 0.75212258],[0.72645344 0.45586817 0.74254797 0.53164623],[0.48968823 0.63559029 0.33914    0.34139732],0
11,X,X,F,1,[0.50004735 0.57400288 0.44756446 0.46958954],[0.48259295 0.56641379 0.4046894  0.7712494 ],[0.74599994 0.44097823 0.74739565 0.52549328],[0.53065197 0.61646082 0.32664503 0.34465906],0
12,X,Y,K,1,[0.50329601 0.53559428 0.41958225 0.45262644],[0.49330354 0.54516113 0.45230696 0.74914946],[0.741518   0.42493994 0.74428867 0.51388101],[0.55544547 0.60639484 0.32977716 0.32763326],0
13,X,X,F,1,[0.5540932  0.50678524 0.43009597 0.43002028],[0.50680345 0.55149479 0.43488941 0.72185336],[0.73857224 0.41914487 0.70129352 0.51469512],[0.56725206 0.57429711 0.32189615 0.35421175],0
14,X,Y,K,0,[0.53181472 0.53815776 0.45686948 0.46422323],[0.5250578  0.55736638 0.4053042  0.73263712],[0.70491427 0.39268602 0.70899901 0.51785276],[0.55542541 0.57102439 0.34256879 0.37649528],0
15,X,Y,K,1,[0.52931601 0.59467671 0.40709515 0.46914636],[0.50189442 0.56157951 0.38911085 0.71854119],[0.70024607 0.39881091 0.689616   0.51208765],[0.52467013 0.56497832 0.34137974 0.38517167],0
16,X,X,F,1,[0.51704204 0.59699372 0.39953865 0.43307056],[0.49393108 0.58493584 0.35099101 0.74345299],[0.70272836 0.40466738 0.7075294  0.49095886],[0.52285927 0.57029907 0.33674775 0.35701585],0
17,X,X,F,1,[0.49405746 0.62080622 0.34198805 0.44929004],[0.461755   0.56395919 0.34900767 0.74458717],[0.71722297 0.4287972  0.70405036 0.4691637 ],[0.49002864 0.59241088 0.32186337 0.34821216],0
18,X,X,F,1,[0.52651196 0.62207215 0.37499359 0.4489455 ],[0.44018211 0.5551932  0.3364868  0.77076907],[0.6680945  0.43713597 0.67172391 0.50616224],[0.47129874 0.55927319 0.30645719 0.2797083 ],0
19,X,X,F,1,[0.56245935 0.60827697 0.3738579  0.42507721],[0.41259473 0.5314761  0.37170121 0.75939393],[0.66811151 0.44236698 0.71231294 0.5001276 ],[0.46727742 0.52207019 0.31752979 0.31742957],0
0,X,Y,J,0,[0.50508262 0.60500846 0.47173651 0.53466469],[0.48940253 0.60807649 0.42598723 0.7049935 ],[0.74106902 0.46609123 0.63664968 0.46804629],[0.48347717 0.7339358  0.2552261  0.29380161],1
1,X,Y,J,0,[0.50245813 0.63919383 0.43035291 0.5385058 ],[0.50009393 0.57939445 0.42096247 0.67563535],[0.72300221 0.4480717  0.649036   0.4607761 ],[0.47668281 0.72531724 0.25093793 0.30856404],1
2,X,Y,K,1,[0.54312437 0.63390787 0.42997778 0.53567051],[0.51701498 0.53624118 0.41273795 0.6676574 ],[0.68251821 0.43529569 0.69255174 0.45343898],[0.46363304 0.69951118 0.27879195 0.31468358],1
3,X,X,F,1,[0.55404213 0.65839823 0.42796017 0.53956124],[0.48665832 0.56680017 0.42188533 0.668167  ],[0.65431112 0.43525393 0.71478138 0.49400877],[0.48117762 0.70134332 0.2672446  0.29902132],1
4,X,X,F,1,[0.54210326 0.67320799 0.46672201 0.53892685],[0.47425001 0.55423806 0.43780988 0.74057026],[0.63849801 0.41712226 0.74705238 0.47507061],[0.47746551 0.71177521 0.30120136 0.29159403],1
5,X,X,F,1,[0.52388581 0.70292853 0.4534689  0.50365631],[0.50127368 0.57647246 0.44126167 0.77068527],[0.68184548 0.42835918 0.72679234 0.46961251],[0.45686776 0.70161843 0.33134325 0.31767991],1
6,X,Y,K,1,[0.52620944 0.66661017 0.4417374  0.51228204],[0.49574617 0.5541651  0.41432036 0.77070503],[0.71457222 0.43506148 0.69659699 0.47994089],[0.44263007 0.69780945 0.34659216 0.32203548],1
7,X,Y,J,1,[0.50150239 0.64095084 0.41694855 0.51053705],[0.42512439 0.54218618 0.37318733 0.72754289],[0.73424336 0.4324783  0.70481492 0.49175785],[0.48760813 0.6564936  0.33906597 0.33969905],1
8,X,X,F,0,[0.49127347 0.58574173 0.44487163 0.51195307],[0.45944277 0.5771864  0.38730295 0.72007724],[0.76336933 0.45030631 0.73781434 0.49953558],[0.46266056 0.69091988 0.36050345 0.30531707],1
9,X,X,F,0,[0.48197604 0.57805142 0.45038435 0.50360299],[0.48635468 0.54910955 0.43132062 0.73209483],[0.75022508 0.45987216 0.74021765 0.52566835],[0.47995585 0.64713654 0.32108948 0.34473172],1
10,Y,Y,K,0,[0.50004735 0.57400288 0.44756446 0.46958954],[0.49327498 0.52630178 0.39472953 0.75212258],[0.72645344 0.45586817 0.74254797 0.53164623],[0.48968823 0.63559029 0.33914    0.34139732],1
11,X,X,F,1,[0.50329601 0.53559428 0.41958225 0.45262644],[0.48259295 0.56641379 0.4046894  0.7712494 ],[0.74599994 0.44097823 0.74739565 0.52549328],[0.53065197 0.61646082 0.32664503 0.34465906],1
12,X,X,F,1,[0.5540932  0.50678524 0.43009597 0.43002028],[0.49330354 0.54516113 0.45230696 0.74914946],[0.741518   0.42493994 0.74428867 0.51388101],[0.55544547 0.60639484 0.32977716 0.32763326],1
13,X,X,F,1,[0.53181472 0.53815776 0.45686948 0.46422323],[0.50680345 0.55149479 0.43488941 0.72185336],[0.73857224 0.41914487 0.70129352 0.51469512],[0.56725206 0.57429711 0.32189615 0.35421175],1
14,X,Y,K,1,[0.52931601 0.59467671 0.40709515 0.46914636],[0.5250578  0.55736638 0.4053042  0.73263712],[0.70491427 0.39268602 0.70899901 0.51785276],[0.55542541 0.57102439 0.34256879 0.37649528],1
15,X,Y,J,1,[0.51704204 0.59699372 0.39953865 0.43307056],[0.50189442 0.56157951 0.38911085 0.71854119],[0.70024607 0.39881091 0.689616   0.51208765],[0.52467013 0.56497832 0.34137974 0.38517167],1
16,X,Y,K,1,[0.49405746 0.62080622 0.34198805 0.44929004],[0.49393108 0.58493584 0.35099101 0.74345299],[0.70272836 0.40466738 0.7075294  0.49095886],[0.52285927 0.57029907 0.33674775 0.35701585],1
17,X,Y,K,0,[0.52651196 0.62207215 0.37499359 0.4489455 ],[0.461755   0.56395919 0.34900767 0.74458717],[0.71722297 0.4287972  0.70405036 0.4691637 ],[0.49002864 0.59241088 0.32186337 0.34821216],1
18,Y,Y,K,1,[0.56245935 0.60827697 0.3738579  0.42507721],[0.44018211 0.5551932  0.3364868  0.77076907],[0.6680945  0.43713597 0.67172391 0.50616224],[0.47129874 0.55927319 0.30645719 0.2797083 ],1
19,X,Y,K,1,[0.56245935 0.60827697 0.3738579  0.42507721],[0.41259473 0.5314761  0.37170121 0.75939393],[0.66811151 0.44236698 0.71231294 0.5001276 ],[0.46727742 0.52207019 0.31752979 0.31742957],1
0,X,X,D,1,[0.50508262 0.60500846 0.47173651 0.53466469],[0.50009393 0.57939445 0.42096247 0.67563535],[0.74106902 0.46609123 0.63664968 0.46804629],[0.48347717 0.7339358  0.2552261  0.29380161],2
1,X,X,F,1,[0.50245813 0.63919383 0.43035291 0.5385058 ],[0.51701498 0.53624118 0.41273795 0.6676574 ],[0.72300221 0.4480717  0.649036   0.4607761 ],[0.47668281 0.72531724 0.25093793 0.30856404],2
2,X,Y,K,0,[0.54312437 0.63390787 0.42997778 0.53567051],[0.48665832 0.56680017 0.42188533 0.668167  ],[0.68251821 0.43529569 0.69255174 0.45343898],[0.46363304 0.69951118 0.27879195 0.31468358],2
3,X,Y,J,0,[0.55404213 0.65839823 0.42796017 0.53956124],[0.47425001 0.55423806 0.43780988 0.74057026],[0.65431112 0.43525393 0.71478138 0.49400877],[0.48117762 0.70134332 0.2672446  0.29902132],2
4,X,Y,K,1,[0.54210326 0.67320799 0.46672201 0.53892685],[0.50127368 0.57647246 0.44126167 0.77068527],[0.63849801 0.41712226 0.74705238 0.47507061],[0.47746551 0.71177521 0.30120136 0.29159403],2
5,Y,Y,K,0,[0.52388581 0.70292853 0.4534689  0.50365631],[0.49574617 0.5541651  0.41432036 0.77070503],[0.68184548 0.42835918 0.72679234 0.46961251],[0.45686776 0.70161843 0.33134325 0.31767991],2
6,Y,X,D,1,[0.52620944 0.66661017 0.4417374  0.51228204],[0.42512439 0.54218618 0.37318733 0.72754289],[0.71457222 0.43506148 0.69659699 0.47994089],[0.44263007 0.69780945 0.34659216 0.32203548],2
7,Y,Y,K,0,[0.50150239 0.64095084 0.41694855 0.51053705],[0.45944277 0.5771864  0.38730295 0.72007724],[0.73424336 0.4324783  0.70481492 0.49175785],[0.48760813 0.6564936  0.33906597 0.33969905],2
8,X,Y,J,0,[0.49127347 0.58574173 0.44487163 0.51195307],[0.48635468 0.54910955 0.43132062 0.73209483],[0.76336933 0.45030631 0.73781434 0.49953558],[0.46266056 0.69091988 0.36050345 0.30531707],2
9,X,X,D,1,[0.48197604 0.57805142 0.45038435 0.50360299],[0.49327498 0.52630178 0.39472953 0.75212258],[0.75022508 0.45987216 0.74021765 0.52566835],[0.47995585 0.64713654 0.32108948 0.34473172],2
10,X,X,D,1,[0.50004735 0.57400288 0.44756446 0.46958954],[0.48259295 0.56641379 0.4046894  0.7712494 ],[0.72645344 0.45586817 0.74254797 0.53164623],[0.48968823 0.63559029 0.33914    0.34139732],2
