trial,action1,state,action2,reward,probsA,probsB,probsC,probsD,run
0,Y,Y,J,1,[0.53562472 0.55055559 0.53166145 0.55212336],[0.45299161 0.5325352  0.46149767 0.6768492 ],[0.75738896 0.47941766 0.62277898 0.5309169 ],[0.55318886 0.72170564 0.24130457 0.30245169],0
1,X,Y,J,1,[0.53566455 0.54970443 0.53255253 0.55190415],[0.4307481  0.52960162 0.4426241  0.69994326],[0.77272474 0.51618698 0.6202783  0.52053195],[0.58600538 0.6859389  0.3030003  0.2888992 ],0
2,Y,Y,J,0,[0.53471429 0.60504871 0.50681774 0.54225112],[0.42200683 0.51773517 0.43170324 0.71505237],[0.74913162 0.53522316 0.6500197  0.52886339],[0.56281474 0.68788823 0.36013109 0.31479706],0
3,Y,Y,J,1,[0.4827055  0.5889832  0.52399335 0.5932138 ],[0.42104658 0.52434094 0.48937638 0.70820019],[0.75344483 0.56014865 0.66374618 0.53456943],[0.53819646 0.69227013 0.35715368 0.3030982 ],0
4,Y,Y,J,0,[0.47185325 0.59473889 0.53972588 0.60648353],[0.39321862 0.54132066 0.46736313 0.6981209 ],[0.73054652 0.5730031  0.60711287 0.56547487],[0.51404411 0.66678518 0.32505884 0.31217005],0
5,Y,X,D,1,[0.50032261 0.57819129 0.58243537 0.62613259],[0.40460152 0.50203506 0.48056711 0.69902754],[0.75604004 0.5291832  0.61658298 0.54855832],[0.55974946 0.68411015 0.34579816 0.27984421],0
6,X,X,D,0,[0.46944158 0.56544018 0.62122878 0.63678622],[0.39372567 0.51847711 0.38706459 0.72336696],[0.73022005 0.53926451 0.65405259 0.50951766],[0.55199169 0.68672902 0.32056315 0.25392253],0
7,X,X,D,0,[0.46736009 0.54429415 0.59877751 0.66518119],[0.386807   0.50445607 0.35665699 0.72062242],[0.73427001 0.54743111 0.69392786 0.5282987 ],[0.56303842 0.6663075  0.33920076 0.26527326],0
8,Y,X,D,1,[0.45898379 0.54058684 0.56491289 0.64931008],[0.34498684 0.47600647 0.35244257 0.72287862],[0.76555232 0.51385945 0.70430913 0.55822044],[0.56853404 0.70522482 0.32926814 0.29796299],0
9,X,Y,J,0,[0.48168053 0.53881679 0.60796298 0.69720529],[0.34853673 0.4705227  0.28829324 0.74584551],[0.78837369 0.47075523 0.69578204 0.54957238],[0.58687519 0.67105665 0.32973576 0.29015562],0
10,Y,Y,K,1,[0.46578626 0.54977753 0.60763306 0.69929622],[0.30920454 0.46623145 0.27649438 0.73185311],[0.73328463 0.47432317 0.70345181 0.59211679],[0.63031826 0.64771624 0.34428659 0.2650625 ],0
11,X,X,D,0,[0.44125869 0.57227666 0.63249671 0.72176103],[0.30514989 0.46897701 0.27764591 0.716492  ],[0.71468486 0.49290248 0.71651573 0.58946821],[0.6091575  0.62270903 0.31404562 0.2769476 ],0
12,X,Y,J,1,[0.45837239 0.54394455 0.6318119  0.73451818],[0.29177325 0.45005375 0.28015079 0.68378573],[0.68882504 0.43757046 0.712132   0.57849394],[0.64871011 0.61952954 0.32488702 0.28118281],0
13,X,Y,J,0,[0.47760146 0.49743582 0.62530519 0.71813115],[0.28279596 0.45379909 0.35067058 0.6618214 ],[0.64355422 0.47417634 0.76487543 0.5912765 ],[0.65296345 0.62217094 0.33226595 0.29241799],0
14,X,X,D,0,[0.45541887 0.45073127 0.62340274 0.69861623],[0.34620498 0.44820457 0.33161812 0.68205772],[0.63093243 0.47262647 0.75802946 0.56751936],[0.65546552 0.62606937 0.33425072 0.3044964 ],0
